Plasmid_name_filename,Plasmid,ENT_ID,Deidentified_ENT_ID,Hospital,Date_of_culture,Lab_Species,Genomic_Species_Illumina,Genomic_Species_Hybrid,ST_Illumina,ST_Hybrid,CP_Gene,Clonal_cluster,Length,Inc_group_MOBtyper,Inc_group_regrouped,Relaxase_type_corrected,Sample_type,Plasmid_Clusters,PID,Plasmid_Clusters_renamed,Final_Species,Final_ST
batch22_18102019_ENT1360_Ctg6_len_72162_depth_1.16x_circ_blaKPC-2.fasta,batch22_18102019_ENT1360_Ctg6_len_72162_depth_1.16x_circ_blaKPC-2,ENT1360,E691,5,28/07/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,NA,72162,IncU,IncU,MOBP,Clinical culture,2,862,PC1,Klebsiella pneumoniae,-
batch22_18102019_ENT1370_Ctg6_len_71861_depth_0.87x_circ_blaKPC-2.fasta,batch22_18102019_ENT1370_Ctg6_len_71861_depth_0.87x_circ_blaKPC-2,ENT1370,E692,5,28/07/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,862,PC1,Klebsiella pneumoniae,-
batch22_18102019_ENT1588_Ctg6_len_71385_depth_1.07x_circ_blaKPC-2.fasta,batch22_18102019_ENT1588_Ctg6_len_71385_depth_1.07x_circ_blaKPC-2,ENT1588,E693,5,12/10/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,NA,71385,IncU,IncU,MOBP,Surveillance culture,2,862,PC1,Klebsiella pneumoniae,-
batch9_02072019_ENT1589_Ctg2_len_73152_depth_0.39x_circ_blaKPC-2.fasta,batch9_02072019_ENT1589_Ctg2_len_73152_depth_0.39x_circ_blaKPC-2,ENT1589,E694,5,12/10/2014,Morganella morganii,Morganella morganii,-,-,-,blaKPC2,NA,73152,IncU,IncU,MOBP,Surveillance culture,2,862,PC1,Morganella morganii,-
batch22_18102019_ENT1580_Ctg6_len_95567_depth_1.42x_circ_blaKPC-2.fasta,batch22_18102019_ENT1580_Ctg6_len_95567_depth_1.42x_circ_blaKPC-2,ENT1580,E695,5,13/10/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,NA,95567,"IncFIA,IncFII,IncFII,IncU",IncF_IncU,-,Clinical culture,Singleton,862,Unclustered,Klebsiella pneumoniae,-
batch6_21062019_ENT617_Ctg4_len_41184_depth_3.28x_circ_blaNDM-1.fasta,batch6_21062019_ENT617_Ctg4_len_41184_depth_3.28x_circ_blaNDM-1,ENT617,E994,5,29/08/2013,Citrobacter species,Citrobacter amalonaticus,cfreundii,-,-,blaNDM1,NA,41184,IncN,IncN,MOBF,Surveillance culture,6,1103,PC2,Citrobacter amalonaticus,-
batch4_29032019_ENT322_Ctg4_len_41183_depth_3.84x_circ_blaNDM-1.fasta,batch4_29032019_ENT322_Ctg4_len_41183_depth_3.84x_circ_blaNDM-1,ENT322,E805,6,07/12/2012,Enterobacter cloacae,Enterobacter cloacae,ecloacae,592,592,blaNDM1,Cluster_01,41183,IncN,IncN,MOBF,Surveillance culture,6,945,PC2,Enterobacter cloacae,592
batch4_29032019_ENT202_Ctg4_len_41183_depth_3.88x_circ_blaNDM-1.fasta,batch4_29032019_ENT202_Ctg4_len_41183_depth_3.88x_circ_blaNDM-1,ENT202,E580,5,06/07/2012,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,Cluster_03,41183,IncN,IncN,MOBF,Clinical culture,6,772,PC2,Escherichia coli,131
batch2_21032019_ENT360_Ctg2_len_41183_depth_3.34x_circ_blaNDM-1.fasta,batch2_21032019_ENT360_Ctg2_len_41183_depth_3.34x_circ_blaNDM-1,ENT360,E657,6,27/01/2013,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,Cluster_03,41183,IncN,IncN,MOBF,Clinical culture,6,836,PC2,Escherichia coli,131
batch28_20022020_ENT1146_Ctg4_len_71861_depth_2.43x_circ_blaKPC-2.fasta,batch28_20022020_ENT1146_Ctg4_len_71861_depth_2.43x_circ_blaKPC-2,ENT1146,E70,5,27/04/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,526,526,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,50,PC1,Klebsiella pneumoniae,526
batch11_10072019_ENT1151_Ctg3_len_89148_depth_0.29x_circ_blaNDM-1.fasta,batch11_10072019_ENT1151_Ctg3_len_89148_depth_0.29x_circ_blaNDM-1,ENT1151,E913,5,02/05/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,11,11,blaNDM1,Cluster_05,89148,"IncL/M,rep_cluster_1254",IncL/M,MOBP,Clinical culture,5,1034,PC5,Klebsiella pneumoniae,11
batch31_26032020_ENT1680_Ctg4_len_72638_depth_0.62x_circ_blaKPC-2.fasta,batch31_26032020_ENT1680_Ctg4_len_72638_depth_0.62x_circ_blaKPC-2,ENT1680,E702,5,20/11/2014,Escherichia coli,Escherichia coli,ecoli,744,744,blaKPC2,NA,72638,IncU,IncU,MOBP,Surveillance culture,2,870,PC1,Escherichia coli,744
batch17_18092019_ENT354_Ctg3_len_174323_depth_1.23x_circ_blaOXA-181.fasta,batch17_18092019_ENT354_Ctg3_len_174323_depth_1.23x_circ_blaOXA-181,ENT354,E746,1,28/01/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaOXA181,Cluster_02,174323,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Surveillance culture,16,900,PC3,Klebsiella pneumoniae,14
batch9_02072019_ENT235_Ctg4_len_71861_depth_1.78x_circ_blaKPC-2.fasta,batch9_02072019_ENT235_Ctg4_len_71861_depth_1.78x_circ_blaKPC-2,ENT235,E705,5,17/08/2012,Enterobacter cloacae,Enterobacter cloacae,ecloacae,93,93,blaKPC2,Cluster_06,71861,IncU,IncU,MOBP,Clinical culture,2,873,PC1,Enterobacter cloacae,93
batch26_31012020_ENT588_Ctg4_len_87275_depth_3.08x_circ_blaKPC-2.fasta,batch26_31012020_ENT588_Ctg4_len_87275_depth_3.08x_circ_blaKPC-2,ENT588,E707,5,16/08/2013,Escherichia coli,Escherichia coli,ecoli,-,7506,blaKPC2,Cluster_12,87275,IncU,IncU,MOBP,Surveillance culture,32,876,PC6,Escherichia coli,#REF!
batch26_31012020_ENT589_Ctg4_len_87275_depth_1.99x_circ_blaKPC-2.fasta,batch26_31012020_ENT589_Ctg4_len_87275_depth_1.99x_circ_blaKPC-2,ENT589,E708,5,16/08/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,841,841,blaKPC2,Cluster_10,87275,IncU,IncU,MOBP,Surveillance culture,32,876,PC6,Klebsiella pneumoniae,841
batch29_27022020_ENT1334_Ctg4_len_71861_depth_1.05x_circ_blaKPC-2.fasta,batch29_27022020_ENT1334_Ctg4_len_71861_depth_1.05x_circ_blaKPC-2,ENT1334,E71,5,16/07/2014,Escherichia coli,Escherichia coli,ecoli,1011,1011,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,50,PC1,Escherichia coli,1011
batch15_11092019_ENT1718_Ctg7_len_41183_depth_5.00x_circ_blaNDM-1.fasta,batch15_11092019_ENT1718_Ctg7_len_41183_depth_5.00x_circ_blaNDM-1,ENT1718,E211,2,30/11/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,832,832,blaNDM1,NA,41183,IncN,IncN,MOBF,Surveillance culture,6,169,PC2,Enterobacter cloacae,832
batch17_18092019_ENT858_Ctg3_len_41183_depth_2.08x_circ_blaNDM-1.fasta,batch17_18092019_ENT858_Ctg3_len_41183_depth_2.08x_circ_blaNDM-1,ENT858,E22,5,09/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaNDM1,NA,41183,IncN,IncN,MOBF,Surveillance culture,6,14,PC2,Klebsiella pneumoniae,14
batch9_02072019_ENT1762_Ctg4_len_41183_depth_3.71x_circ_blaNDM-1.fasta,batch9_02072019_ENT1762_Ctg4_len_41183_depth_3.71x_circ_blaNDM-1,ENT1762,E224,6,02/01/2015,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,600,600,blaNDM1,NA,41183,IncN,IncN,MOBF,Clinical culture,6,186,PC2,Enterobacter cloacae,600
batch5_29052019_ENT404_Ctg5_len_41183_depth_2.91x_circ_blaNDM-1.fasta,batch5_29052019_ENT404_Ctg5_len_41183_depth_2.91x_circ_blaNDM-1,ENT404,E74,4,15/03/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,11,11,blaNDM1,Cluster_05,41183,IncN,IncN,MOBF,Clinical culture,6,52,PC2,Klebsiella pneumoniae,11
batch12_27072019_ENT1405_Ctg3_len_41183_depth_3.08x_circ_blaNDM-1.fasta,batch12_27072019_ENT1405_Ctg3_len_41183_depth_3.08x_circ_blaNDM-1,ENT1405,E532,5,15/08/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,270,270,blaNDM1,NA,41183,IncN,IncN,MOBF,Surveillance culture,6,734,PC2,Enterobacter cloacae,270
batch12_27072019_ENT1308_Ctg5_len_41183_depth_2.63x_circ_blaNDM-1.fasta,batch12_27072019_ENT1308_Ctg5_len_41183_depth_2.63x_circ_blaNDM-1,ENT1308,E614,5,06/07/2014,Escherichia coli,Escherichia coli,ecoli,744,744,blaNDM1,NA,41183,IncN,IncN,MOBF,Surveillance culture,6,800,PC2,Escherichia coli,744
batch29_27022020_ENT1335_Ctg4_len_71861_depth_1.27x_circ_blaKPC-2.fasta,batch29_27022020_ENT1335_Ctg4_len_71861_depth_1.27x_circ_blaKPC-2,ENT1335,E72,5,16/07/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,307,307,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,50,PC1,Klebsiella pneumoniae,307
batch7_26062019_ENT775_Ctg6_len_41183_depth_3.07x_circ_blaNDM-1.fasta,batch7_26062019_ENT775_Ctg6_len_41183_depth_3.07x_circ_blaNDM-1,ENT775,E546,5,07/11/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,34,34,blaNDM1,Cluster_26,41183,IncN,IncN,MOBF,Surveillance culture,6,746,PC2,Klebsiella pneumoniae,34
batch12_27072019_ENT1435_Ctg3_len_41183_depth_3.06x_circ_blaNDM-1.fasta,batch12_27072019_ENT1435_Ctg3_len_41183_depth_3.06x_circ_blaNDM-1,ENT1435,E697,5,22/08/2014,Escherichia coli,Escherichia coli,ecoli,3076,3076,blaNDM1,NA,41183,IncN,IncN,MOBF,Surveillance culture,6,865,PC2,Escherichia coli,3076
batch32_26062020_ENT1739_Ctg5_len_72162_depth_0.73x_circ_blaKPC-2.fasta,batch32_26062020_ENT1739_Ctg5_len_72162_depth_0.73x_circ_blaKPC-2,ENT1739,E722,5,18/12/2014,Escherichia coli,Escherichia coli,ecoli,101,101,blaKPC2,NA,72162,IncU,IncU,MOBP,Surveillance culture,2,879,PC1,Escherichia coli,101
rbatch1_15072020_ENT1808_Ctg4_len_71861_depth_1.00x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1808_Ctg4_len_71861_depth_1.00x_circ_blaKPC-2,ENT1808,E723,5,18/12/2014,Others,Klebsiella pneumoniae,-,-,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,879,PC1,Klebsiella pneumoniae,-
batch26_31012020_ENT695_Ctg6_len_71861_depth_3.41x_circ_blaKPC-2.fasta,batch26_31012020_ENT695_Ctg6_len_71861_depth_3.41x_circ_blaKPC-2,ENT695,E724,5,10/10/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,880,PC1,Klebsiella pneumoniae,-
batch10_05072019_ENT1070_Ctg3_len_91289_depth_1.75x_circ_blaNDM-1.fasta,batch10_05072019_ENT1070_Ctg3_len_91289_depth_1.75x_circ_blaNDM-1,ENT1070,E725,2,08/03/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaNDM1,Cluster_40,91289,IncL/M,IncL/M,MOBP,Clinical culture,7,881,PC17,Klebsiella pneumoniae,16
batch27_13022020_ENT1012_Ctg2_len_121423_depth_0.76x_circ_blaKPC-2.fasta,batch27_13022020_ENT1012_Ctg2_len_121423_depth_0.76x_circ_blaKPC-2,ENT1012,E726,5,18/02/2014,Escherichia coli,Escherichia coli,ecoli,10,10,blaKPC2,Cluster_38,121423,"IncFII,IncFIIA,IncU,IncX1",IncF_IncU_IncX,"MOBF,MOBF",Surveillance culture,34,882,PC14,Escherichia coli,10
rbatch1_15072020_ENT990_Ctg19_len_71861_depth_2.91x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT990_Ctg19_len_71861_depth_2.91x_circ_blaKPC-2,ENT990,E727,5,10/02/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,281,281,blaKPC2,Cluster_36,71861,IncU,IncU,MOBP,Surveillance culture,2,883,PC1,Klebsiella pneumoniae,281
batch28_20022020_ENT1061_Ctg3_len_71861_depth_1.85x_circ_blaKPC-2.fasta,batch28_20022020_ENT1061_Ctg3_len_71861_depth_1.85x_circ_blaKPC-2,ENT1061,E728,5,13/03/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,23,23,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,883,PC1,Klebsiella pneumoniae,23
batch8_28062019_ENT872_Ctg4_len_89134_depth_1.70x_circ_blaNDM-1.fasta,batch8_28062019_ENT872_Ctg4_len_89134_depth_1.70x_circ_blaNDM-1,ENT872,E1011,5,13/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,273,273,blaNDM1,NA,89134,"IncL/M,rep_cluster_1254",IncL/M,MOBP,Surveillance culture,5,1114,PC5,Klebsiella pneumoniae,273
batch22_18102019_ENT1352_Ctg3_len_72168_depth_0.80x_circ_blaKPC-2.fasta,batch22_18102019_ENT1352_Ctg3_len_72168_depth_0.80x_circ_blaKPC-2,ENT1352,E73,5,27/07/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,307,307,blaKPC2,NA,72168,IncU,IncU,MOBP,Surveillance culture,2,50,PC1,Klebsiella pneumoniae,307
rbatch1_15072020_ENT1947_Ctg2_len_72128_depth_0.64x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1947_Ctg2_len_72128_depth_0.64x_circ_blaKPC-2,ENT1947,E730,5,30/03/2015,Escherichia coli,Escherichia coli,ecoli,1884,1884,blaKPC2,NA,72128,IncU,IncU,MOBP,Surveillance culture,2,885,PC1,Escherichia coli,1884
rbatch1_15072020_ENT1948_Ctg4_len_71861_depth_1.00x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1948_Ctg4_len_71861_depth_1.00x_circ_blaKPC-2,ENT1948,E731,5,30/03/2015,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,87,87,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,885,PC1,Enterobacter cloacae,87
rbatch1_15072020_ENT1949_Ctg4_len_71861_depth_1.04x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1949_Ctg4_len_71861_depth_1.04x_circ_blaKPC-2,ENT1949,E732,5,30/03/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,Cluster_30,71861,IncU,IncU,MOBP,Surveillance culture,2,885,PC1,Klebsiella pneumoniae,-
batch10_05072019_ENT951_Ctg6_len_41183_depth_2.53x_circ_blaNDM-1.fasta,batch10_05072019_ENT951_Ctg6_len_41183_depth_2.53x_circ_blaNDM-1,ENT951,E381,5,21/01/2014,Escherichia coli,Escherichia coli,ecoli,4532,4532,blaNDM1,Cluster_33,41183,IncN,IncN,MOBF,Surveillance culture,6,608,PC2,Escherichia coli,4532
batch6_21062019_ENT545_Ctg2_len_476834_depth_1.26x_circ_blaNDM-1.fasta,batch6_21062019_ENT545_Ctg2_len_476834_depth_1.26x_circ_blaNDM-1,ENT545,E734,6,25/07/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaNDM1,NA,476834,"IncFIB,IncFII,IncFII,IncH,rep_cluster_1150,rep_cluster_1254",IncF_combinations,"MOBF,MOBH",Clinical culture,Singleton,888,Unclustered,Klebsiella pneumoniae,14
batch16_28082019_ENT876_Ctg2_len_127481_depth_1.38x_circ_blaNDM-1.fasta,batch16_28082019_ENT876_Ctg2_len_127481_depth_1.38x_circ_blaNDM-1,ENT876,E735,1,17/12/2013,Escherichia coli,Escherichia coli,ecoli,38,38,blaNDM1,NA,127481,IncA/C2,IncA/C2,"MOBH,MOBH",Surveillance culture,8,889,PC7,Escherichia coli,38
batch17_18092019_ENT585_Ctg3_len_174323_depth_1.01x_circ_blaOXA-181.fasta,batch17_18092019_ENT585_Ctg3_len_174323_depth_1.01x_circ_blaOXA-181,ENT585,E836,1,19/08/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaOXA181,Cluster_02,174323,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Clinical culture,16,968,PC3,Klebsiella pneumoniae,14
rbatch5_09102020_ENT1030_Ctg3_len_174323_depth_1.43x_circ_blaOXA-181.fasta,rbatch5_09102020_ENT1030_Ctg3_len_174323_depth_1.43x_circ_blaOXA-181,ENT1030,E85,1,24/02/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaOXA181,Cluster_02,174323,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Clinical culture,16,61,PC3,Klebsiella pneumoniae,14
batch25_23012020_ENT1997_Ctg5_len_81757_depth_0.71x_circ_blaKPC-2.fasta,batch25_23012020_ENT1997_Ctg5_len_81757_depth_0.71x_circ_blaKPC-2,ENT1997,E738,5,16/04/2015,Escherichia coli,Escherichia coli,ecoli,4682,4682,blaKPC2,NA,81757,IncU,IncU,MOBP,Surveillance culture,32,892,PC6,Escherichia coli,4682
batch26_31012020_ENT559_Ctg2_len_71861_depth_2.58x_circ_blaKPC-2.fasta,batch26_31012020_ENT559_Ctg2_len_71861_depth_2.58x_circ_blaKPC-2,ENT559,E739,5,02/08/2013,Escherichia coli,Escherichia coli,ecoli,-,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,893,PC1,Escherichia coli,-
batch10_05072019_ENT950_Ctg5_len_41183_depth_2.22x_circ_blaNDM-1.fasta,batch10_05072019_ENT950_Ctg5_len_41183_depth_2.22x_circ_blaNDM-1,ENT950,E471,5,21/01/2014,Escherichia coli,Escherichia coli,ecoli,4532,4532,blaNDM1,Cluster_33,41183,IncN,IncN,MOBF,Surveillance culture,6,681,PC2,Escherichia coli,4532
rbatch5_09102020_ENT560_Ctg4_len_71861_depth_3.87x_circ_blaKPC-2.fasta,rbatch5_09102020_ENT560_Ctg4_len_71861_depth_3.87x_circ_blaKPC-2,ENT560,E740,5,02/08/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,327,327,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,893,PC1,Klebsiella pneumoniae,327
batch10_05072019_ENT940_Ctg5_len_41183_depth_2.57x_circ_blaNDM-1.fasta,batch10_05072019_ENT940_Ctg5_len_41183_depth_2.57x_circ_blaNDM-1,ENT940,E699,5,22/01/2014,Escherichia coli,Escherichia coli,ecoli,4532,4532,blaNDM1,Cluster_33,41183,IncN,IncN,MOBF,Clinical culture,6,866,PC2,Escherichia coli,4532
batch31_26032020_ENT1544_Ctg5_len_71856_depth_0.47x_circ_blaKPC-2.fasta,batch31_26032020_ENT1544_Ctg5_len_71856_depth_0.47x_circ_blaKPC-2,ENT1544,E744,5,21/09/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,87,87,blaKPC2,NA,71856,IncU,IncU,MOBP,Surveillance culture,2,898,PC1,Enterobacter cloacae,87
batch31_26032020_ENT1477_Ctg4_len_71861_depth_1.01x_circ_blaKPC-2.fasta,batch31_26032020_ENT1477_Ctg4_len_71861_depth_1.01x_circ_blaKPC-2,ENT1477,E745,5,12/09/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,-,blaKPC2,Cluster_06,71861,IncU,IncU,MOBP,Clinical culture,2,899,PC1,Enterobacter cloacae,93
batch19_09102019_ENT1021_Ctg3_len_174323_depth_1.83x_circ_blaOXA-181.fasta,batch19_09102019_ENT1021_Ctg3_len_174323_depth_1.83x_circ_blaOXA-181,ENT1021,E865,3,21/02/2014,Escherichia coli,Escherichia coli,ecoli,617,617,blaOXA181,NA,174323,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Clinical culture,16,991,PC3,Escherichia coli,617
batch4_29032019_ENT357_Ctg2_len_255389_depth_2.04x_circ_blaNDM-1.fasta,batch4_29032019_ENT357_Ctg2_len_255389_depth_2.04x_circ_blaNDM-1,ENT357,E747,4,20/01/2013,Escherichia coli,Escherichia coli,ecoli,6778,6778,blaNDM1,NA,255389,"IncA/C2,IncFII",IncA/C2_IncF,"MOBF,MOBH,MOBH",Clinical culture,Singleton,901,Unclustered,Escherichia coli,6778
batch29_27022020_ENT1358_Ctg5_len_71861_depth_1.53x_circ_blaKPC-2.fasta,batch29_27022020_ENT1358_Ctg5_len_71861_depth_1.53x_circ_blaKPC-2,ENT1358,E748,5,29/07/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1191,1191,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,902,PC1,Klebsiella pneumoniae,1191
batch6_21062019_ENT660_Ctg4_len_41183_depth_1.59x_circ_blaNDM-1.fasta,batch6_21062019_ENT660_Ctg4_len_41183_depth_1.59x_circ_blaNDM-1,ENT660,E897,5,01/10/2013,Citrobacter freundii,Citrobacter freundii,cfreundii,18,18,blaNDM1,NA,41183,IncN,IncN,MOBF,Clinical culture,6,1022,PC2,Citrobacter freundii,18
batch11_10072019_ENT1183_Ctg5_len_41183_depth_1.19x_circ_blaNDM-1.fasta,batch11_10072019_ENT1183_Ctg5_len_41183_depth_1.19x_circ_blaNDM-1,ENT1183,E902,5,16/05/2014,Citrobacter freundii,Citrobacter freundii,cfreundii,11,11,blaNDM1,NA,41183,IncN,IncN,MOBF,Surveillance culture,6,1024,PC2,Citrobacter freundii,11
batch27_13022020_ENT748_Ctg5_len_71861_depth_3.82x_circ_blaKPC-2.fasta,batch27_13022020_ENT748_Ctg5_len_71861_depth_3.82x_circ_blaKPC-2,ENT748,E750,5,30/10/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,2329,2329,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,903,PC1,Klebsiella pneumoniae,2329
rbatch5_09102020_ENT600_Ctg6_len_71848_depth_2.08x_circ_blaKPC-2.fasta,rbatch5_09102020_ENT600_Ctg6_len_71848_depth_2.08x_circ_blaKPC-2,ENT600,E753,5,20/08/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,Cluster_06,71848,IncU,IncU,MOBP,Surveillance culture,2,908,PC1,Enterobacter cloacae,93
batch24_17012020_ENT1978_Ctg4_len_71861_depth_1.02x_circ_blaKPC-2.fasta,batch24_17012020_ENT1978_Ctg4_len_71861_depth_1.02x_circ_blaKPC-2,ENT1978,E756,2,09/04/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1228,1228,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,910,PC1,Klebsiella pneumoniae,1228
batch24_17012020_ENT1979_Ctg2_len_73248_depth_0.48x_circ_blaKPC-2.fasta,batch24_17012020_ENT1979_Ctg2_len_73248_depth_0.48x_circ_blaKPC-2,ENT1979,E757,2,09/04/2015,Escherichia coli,Escherichia coli,ecoli,218,218,blaKPC2,NA,73248,IncU,IncU,MOBP,Surveillance culture,2,910,PC1,Escherichia coli,218
batch24_17012020_ENT1980_Ctg2_len_71861_depth_0.75x_circ_blaKPC-2.fasta,batch24_17012020_ENT1980_Ctg2_len_71861_depth_0.75x_circ_blaKPC-2,ENT1980,E758,2,09/04/2015,Escherichia coli,Escherichia coli,ecoli,218,218,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,910,PC1,Escherichia coli,218
batch28_20022020_ENT1133_Ctg6_len_71861_depth_2.39x_circ_blaKPC-2.fasta,batch28_20022020_ENT1133_Ctg6_len_71861_depth_2.39x_circ_blaKPC-2,ENT1133,E76,5,24/04/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,526,526,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,55,PC1,Klebsiella pneumoniae,526
batch15_11092019_ENT1898_Ctg3_len_126165_depth_11.57x_circ_blaNDM-1.fasta,batch15_11092019_ENT1898_Ctg3_len_126165_depth_11.57x_circ_blaNDM-1,ENT1898,E760,5,06/03/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,231,231,blaNDM1,NA,126165,"ColRNAI_rep_cluster_1987,IncFII,IncFII,IncR,rep_cluster_2050",ColRNAI_all,MOBF,Clinical culture,Singleton,911,Unclustered,Klebsiella pneumoniae,231
batch24_17012020_ENT1986_Ctg15_len_72173_depth_0.72x_circ_blaKPC-2.fasta,batch24_17012020_ENT1986_Ctg15_len_72173_depth_0.72x_circ_blaKPC-2,ENT1986,E761,5,14/04/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,365,365,blaKPC2,NA,72173,IncU,IncU,MOBP,Surveillance culture,2,913,PC1,Klebsiella pneumoniae,365
batch21x_16102019_ENT1280_Ctg5_len_51479_depth_1.02x_circ_blaOXA-181.fasta,batch21x_16102019_ENT1280_Ctg5_len_51479_depth_1.02x_circ_blaOXA-181,ENT1280,E762,6,27/06/2014,Escherichia coli,Escherichia coli,ecoli,410,410,blaOXA181,NA,51479,"IncX3,rep_cluster_1195",IncX3,MOBP,Surveillance culture,24,914,PC15,Escherichia coli,410
rbatch2_07082020_ENT975_Ctg6_len_41183_depth_1.01x_circ_blaNDM-1.fasta,rbatch2_07082020_ENT975_Ctg6_len_41183_depth_1.01x_circ_blaNDM-1,ENT975,E976,5,02/02/2014,Citrobacter freundii,Citrobacter freundii,cfreundii,-,481,blaNDM1,Cluster_34,41183,IncN,IncN,MOBF,Surveillance culture,6,1089,PC2,Citrobacter freundii,481
batch0_01032019_ENT734_Ctg5_len_71861_depth_2.91x_circ_blaKPC-2.fasta,batch0_01032019_ENT734_Ctg5_len_71861_depth_2.91x_circ_blaKPC-2,ENT734,E764,4,29/10/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1117,1117,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,917,PC1,Klebsiella pneumoniae,1117
batch28_20022020_ENT1145_Ctg3_len_75821_depth_2.76x_circ_blaKPC-2.fasta,batch28_20022020_ENT1145_Ctg3_len_75821_depth_2.76x_circ_blaKPC-2,ENT1145,E765,5,25/04/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,20,20,blaKPC2,Cluster_19,75821,"IncN,IncU",IncN_IncU,MOBF,Surveillance culture,35,918,PC12,Klebsiella pneumoniae,20
